0	-437581.353072
0	-52344.7598546
0	-541658.736541
0	-681661.174364
0	-482545.308116
0	-198799.170076
0	-655294.774531
0	-170370.819686
0	-565331.889144
0	-388009.564157
0	-904474.869955
0	-274855.120603
0	-912207.49549
0	-827752.398699
0	-841862.170389
0	-378823.399052
0	-53834.3195042
0	-718426.282648
0	-799317.978627
0	-347054.435027
0	-201646.497674
0	-43882.4789478
0	-374940.643416
0	-609378.277434
0	-548030.410032
0	-1403846.85688
0	-532581.974965
0	-731465.651003
0	-1915322.63537
0	-181742.12004
0	-240947.290215
0	-649071.758496
0	-249087.579471
0	-721007.240762
0	-234888.40435
0	-184584.970005
0	-766647.368325
0	-217691.353619
0	-319171.908248
0	-894647.308624
0	-325450.247942
0	-951671.224165
0	-289734.149852
0	-272948.792711
0	-1367251.10267
0	-633125.360753
0	-427224.286618
0	-195739.75187
0	-290012.011931
0	-2066157.16688
0	-111192.366062
0	-364646.86086
0	-418015.584088
0	-176597.716337
1	-146549.805651
0	-449872.359494
0	-568825.190106
0	-146571.149041
0	-221256.644988
0	-726090.450132
0	-477944.389704
0	-148556.283295
0	-440521.815462
0	-98318.1726577
0	-366587.019766
0	-1056926.17568
0	-177220.903517
0	-196882.245116
0	-616149.306146
0	-116248.51062
0	-616407.466634
0	-356235.226971
0	-185998.459624
0	-328055.833044
0	-1779509.87013
0	-273360.337047
0	-413372.874422
0	-650025.693591
1	-747330.506052
0	-629931.713024
0	-273121.380634
0	-135191.490435
0	-669197.530266
0	-786087.266036
0	-376060.897746
0	-994597.009866
0	-241794.558112
0	-154615.915433
0	-140733.60756
0	-451518.387584
1	-26763.6375605
0	-379801.115359
0	-314696.313842
0	-324450.69073
0	-265980.399833
0	-147126.375684
0	-331640.577247
1	66124.386758
1	-191352.267355
0	-267251.898696
0	-761347.192703
1	87909.1220055
0	-988765.886328
0	-140921.668197
0	-387469.21321
0	-1034818.95127
0	-87752.945965
0	-923957.802706
0	-358168.967935
0	-1173357.1032
0	-554389.396893
0	-131554.556918
0	-534876.264986
0	-1197461.80024
0	-588146.281255
1	218613.453868
0	-341484.855079
0	-553272.276907
0	-191957.046483
0	-353525.611501
1	357809.171259
0	-267388.118279
0	-314107.604446
0	-571396.844691
0	-467956.927079
1	438735.693282
0	-888348.073304
0	-198477.775442
0	-1287816.13036
0	-482072.420191
0	-133930.638391
0	-139339.073259
0	-284315.91394
0	-239547.432505
0	109172.262618
0	-119579.372962
0	-372160.530082
0	-316875.230155
0	-424616.064687
0	-259968.330121
0	-196536.273245
0	-232707.647232
0	-167980.161026
0	-157268.217185
0	-198836.135434
0	-287778.020717
0	-1606869.06097
0	-801829.682665
0	-460423.108503
0	-73426.9542934
0	-1016943.2902
0	-295316.06817
0	-118329.864258
0	-274524.472192
0	-1087930.50904
0	-305528.556789
0	-345880.150578
0	-1657379.46152
0	-172614.313434
0	-588401.158145
0	-529747.483251
0	-265405.81986
1	3385.21890148
0	-283178.29634
0	-390873.309748
0	-299091.858099
0	-218859.817143
0	-208511.954716
1	155449.955542
0	-217703.144722
0	-142844.812094
0	-82318.4413157
0	-781879.533659
0	-1203570.7361
0	-438817.279618
0	-256306.769616
0	-412898.145692
0	-758767.229618
0	-528250.361375
0	-91631.0249604
0	-508152.748949
0	-109745.294186
0	-659069.768437
0	-172203.764128
0	-1626440.40212
0	-294867.856984
0	-939392.556112
0	-131766.299265
0	-149127.430415
0	-572540.283215
0	-527058.713655
0	-52840.085702
0	-241471.820188
0	-249553.750944
0	-154060.04202
0	192195.610993
0	-262143.913084
0	-372858.394251
1	47596.8318946
0	-432844.613088
0	-236626.273693
0	-235301.043219
0	-800524.402539
0	-690023.206016
0	-318408.023851
0	-1097523.9896
0	-426891.498893
0	-234418.601018
0	-785343.083229
0	-168776.433644
0	-268019.116443
0	-249327.928925
0	-136456.073841
0	-405324.227414
0	-278780.015751
1	396863.246155
0	-240890.971527
1	415885.231339
0	-222500.183513
1	-43293.6202967
0	-149007.031806
0	-1203704.21935
0	-253434.964284
0	-738323.396564
1	204978.012895
0	-215303.978557
0	-118987.429719
0	-667760.159931
0	-28920.5139629
0	-285654.726571
0	-259246.68474
1	149437.139558
0	-457824.040846
0	-252870.533615
0	-292034.758312
0	-42384.5610477
0	-793071.778397
0	-107388.715297
0	-79344.4464202
0	-606552.143971
0	-598135.385679
0	-456941.847402
0	-531163.062433
0	-122477.894845
0	-737902.747705
0	-415626.965239
0	-1914432.82994
0	-326428.213006
1	137269.367579
0	-157567.422654
0	-550524.054279
0	-229881.513769
0	-675133.629451
1	350636.449007
0	-247035.131449
0	-372016.798024
0	-257985.484435
0	-638334.889159
0	-478024.987119
1	-17181.9978508
0	-42948.643456
0	-788264.341544
1	441798.395086
0	-379972.509246
0	-282104.012388
1	58297.4821466
0	-548480.959537
0	-147643.69169
0	-67803.1452197
0	-175397.262603
0	-365650.895706
0	-447688.965547
0	-423242.973279
0	-317855.782298
0	-643319.441321
0	-574166.908224
0	-124476.462002
1	-11146.6941926
0	-1004267.15748
0	-365660.69675
0	-68144.3409471
0	-495358.157931
0	-1285419.15326
0	-789150.664362
0	-527254.137513
0	-378123.296066
0	5072.2919715
0	-81664.1594536
0	-81249.2817677
0	-315415.123389
0	-332673.169449
0	-264264.918661
0	-687378.217733
0	-146767.269419
0	-141642.865815
0	-243994.021791
0	-504859.150473
0	-426192.938204
0	-75354.6753268
0	-245214.624879
0	-252431.227947
0	-194834.622988
0	-819604.795974
0	-622792.523276
0	-567446.277773
0	-596042.390191
0	-284062.877855
0	-181076.096826
0	64507.3637878
0	47288.6711575
0	-1093847.60315
1	267388.920412
1	-650575.547072
0	-485621.393072
1	70930.6793267
0	-657193.739203
0	-284099.644207
0	-491694.40836
0	-358219.16719
0	-570062.907706
0	-432517.596535
0	-508407.128324
0	-562939.737939
0	-557015.977124
1	191632.225105
1	231569.488475
0	-678844.244927
1	147471.358634
0	-792238.639924
0	-623293.7198
0	-282037.992159
0	-558748.821566
0	-383573.124175
0	-748979.320226
0	-248664.642043
0	-386629.8558
0	-624716.512948
0	-397590.159085
0	-899114.395524
0	-371009.380077
0	-769358.824601
0	-141731.871233
0	-93641.2837179
0	-272781.080433
0	-255727.861263
0	-228633.248852
0	-33604.9153778
0	-379753.304176
1	45455.3784545
0	-251584.955079
0	-559289.71978
0	-472288.938681
0	-685659.253957
0	-93962.5788488
0	-308433.894626
1	278582.856701
0	-363108.395495
0	-152664.064926
0	-181554.308161
1	374551.990875
0	-52234.112538
0	25991.6000278
0	-269120.91297
0	-268186.579963
0	-132596.900413
0	-236836.622998
0	-585459.153459
0	-78627.6269336
0	-662529.138881
0	-138712.552729
0	-364640.044906
0	-739784.349106
0	-951508.188528
0	-247180.604809
0	-902993.967065
0	-310068.678879
0	-409043.300643
0	-383409.043757
0	-713933.772735
0	-311037.539421
0	-281565.104234
1	156729.61365
0	-481490.029234
0	91344.2634738
0	-528886.235185
0	-580144.301146
0	79140.0236517
0	-286054.430052
0	-512098.191464
0	-353005.111399
0	-541526.745835
0	-414665.467918
0	-864450.04396
0	-3088.19638914
0	-525445.073787
0	-142667.746536
1	306311.352862
0	-575635.522495
0	-143134.714034
0	-723833.423977
1	-97920.9567511
0	-465179.948089
0	-193876.906781
0	-392859.886796
0	-1715258.90371
0	179995.600048
0	-116594.432739
0	-801569.084354
0	-240384.750103
0	-567437.272753
0	-599806.438768
0	-579547.482256
0	-163797.204892
0	-189419.919433
0	-267011.847751
0	-92212.9681542
0	-145622.089593
0	-453118.843308
0	-836508.860174
0	-135680.39834
0	-823001.877552
1	-25141.9877015
0	-829564.397763
0	-164841.239937
0	-721447.790218
1	50425.3534295
0	-168005.33528
1	27852.2062994
